iso,sex,year,bmi,lower95ci,upper95ci,obese_pc,obese_lower95ci,obese_upper95ci
SVK,Men,2002,26.37909108,25.9616896,26.78547927,0.157125479,0.112246646,0.208416931
SVK,Men,2003,26.44931728,26.0307216,26.8495981,0.16102059,0.115711073,0.212650501
SVK,Men,2004,26.52283668,26.0972478,26.93394615,0.164986662,0.119607994,0.216541423
SVK,Men,2005,26.59940013,26.16953885,27.01856715,0.169027311,0.123377859,0.221487425
SVK,Men,2006,26.67816483,26.24619764,27.09952525,0.173129448,0.127078926,0.225989144
SVK,Men,2007,26.75871852,26.32003373,27.184752,0.177298565,0.130602398,0.231014184
SVK,Men,2008,26.84019559,26.39229048,27.28309915,0.181525997,0.134045518,0.236128656
SVK,Men,2009,26.92259596,26.4509474,27.39263933,0.185798801,0.137458828,0.241073936
SVK,Men,2010,27.00570285,26.50416473,27.5105027,0.190138696,0.139807954,0.246922867
SVK,Men,2011,27.09003705,26.55157868,27.62553188,0.194543111,0.142683123,0.253237353
SVK,Men,2012,27.17662788,26.58922498,27.74877662,0.198993235,0.14559401,0.259989151
SVK,Men,2013,27.26549518,26.61540988,27.894365,0.203498507,0.148005004,0.266432106
SVK,Men,2014,27.35761318,26.63994364,28.06210218,0.208079456,0.150852523,0.273397279
SVK,Men,2015,27.45215582,26.66229602,28.26071295,0.212737633,0.153498404,0.280818898
SVK,Men,2016,27.54900625,26.67289223,28.45195364,0.217533458,0.156065604,0.288853369
SVN,Men,1975,23.77146975,21.38748111,26.21327122,0.051898606,0.019579759,0.104798772
SVN,Men,1976,23.86623406,21.57452002,26.18007944,0.054842302,0.021691096,0.107390971
SVN,Men,1977,23.96117973,21.7743763,26.20350551,0.057954278,0.02412849,0.110327645
SVN,Men,1978,24.05608544,21.94495829,26.24720711,0.061236952,0.026568288,0.113443121
SVN,Men,1979,24.15036357,22.10590474,26.27316785,0.064691028,0.028890975,0.117447658
SVN,Men,1980,24.24396608,22.26051354,26.29861259,0.068307289,0.031719575,0.121258568
SVN,Men,1981,24.33162026,22.38505077,26.32558116,0.071863739,0.034203793,0.124909224
SVN,Men,1982,24.4135609,22.51581832,26.34100741,0.075357273,0.03701935,0.129107641
SVN,Men,1983,24.49017809,22.62169734,26.37969903,0.07879498,0.039670433,0.13337248
SVN,Men,1984,24.56189073,22.72038786,26.4193067,0.082176417,0.042216968,0.136503699
SVN,Men,1985,24.62886448,22.80036809,26.45350781,0.085511665,0.044617533,0.140249034
SVN,Men,1986,24.6900393,22.90095736,26.47657145,0.088773252,0.04696154,0.143932276
SVN,Men,1987,24.74640175,22.97626185,26.49455883,0.091970806,0.049143389,0.146642915
SVN,Men,1988,24.79791486,23.03507726,26.52193638,0.095129169,0.051745806,0.149976686
SVN,Men,1989,24.84532836,23.11101236,26.54509804,0.098279089,0.054253767,0.153548364
SVN,Men,1990,24.89088772,23.16713468,26.58611044,0.101444998,0.05652248,0.156980838
SVN,Men,1991,24.93454462,23.222939,26.59784127,0.104624098,0.058999464,0.160486753
SVN,Men,1992,24.97767292,23.29221713,26.64632955,0.107821873,0.061358281,0.16371444
SVN,Men,1993,25.02186087,23.33363924,26.66851855,0.111049757,0.063861749,0.16784453
SVN,Men,1994,25.06779676,23.39216732,26.70770953,0.114312686,0.066357707,0.171844056
SVN,Men,1995,25.1162108,23.46379921,26.75282782,0.117634644,0.06887371,0.175998918
SVN,Men,1996,25.16852404,23.52778792,26.77362839,0.121027248,0.071447019,0.179910325
SVN,Men,1997,25.22498539,23.59849031,26.82164611,0.124483543,0.074096438,0.184479475
SVN,Men,1998,25.28710854,23.67607157,26.8761553,0.128024892,0.077260825,0.188483432
SVN,Men,1999,25.35430186,23.75648536,26.9329032,0.131641887,0.079887215,0.191594983
SVN,Men,2000,25.42579528,23.86413504,26.99151311,0.135322265,0.083094766,0.195477944
SVN,Men,2001,25.50050514,23.96004816,27.06423826,0.139045076,0.086396039,0.199773795
SVN,Men,2002,25.57786723,24.06111636,27.127915,0.142823398,0.089175891,0.203783661
SVN,Men,2003,25.65719635,24.14680523,27.18670307,0.146652994,0.092728304,0.207724368
SVN,Men,2004,25.73865946,24.24645957,27.2715122,0.150522972,0.095974236,0.211902889
SVN,Men,2005,25.82191073,24.33065914,27.33586234,0.15443832,0.099204229,0.216380013
SVN,Men,2006,25.90622452,24.42067088,27.42077168,0.158394892,0.102676943,0.22097703
SVN,Men,2007,25.99077034,24.51639691,27.50233366,0.162391707,0.106318727,0.225692352
SVN,Men,2008,26.0746233,24.59480997,27.58230956,0.166446913,0.109581236,0.230394786
SVN,Men,2009,26.15820604,24.68053904,27.64405557,0.170533359,0.112728383,0.235288146
SVN,Men,2010,26.24160506,24.74022945,27.72026157,0.174674491,0.115830822,0.240007236
SVN,Men,2011,26.32612781,24.82708062,27.81860655,0.178891259,0.118046561,0.245101252
SVN,Men,2012,26.41266263,24.86608713,27.94100944,0.183182329,0.120271687,0.250012762
SVN,Men,2013,26.50140105,24.9326903,28.04814235,0.18755072,0.122817031,0.255926364
SVN,Men,2014,26.59301134,24.98196414,28.18240628,0.192001176,0.125197672,0.262952476
SVN,Men,2015,26.68745865,25.01151821,28.30890926,0.196551748,0.128258625,0.270313466
SVN,Men,2016,26.78385887,25.03492604,28.4798607,0.201229421,0.130570233,0.276544355
SLB,Men,1975,21.70646474,19.28320796,24.10570474,0.031147353,0.008109018,0.078950848
SLB,Men,1976,21.83110585,19.5362558,24.11437355,0.032527252,0.008968262,0.080053207
SLB,Men,1977,21.95630309,19.75055849,24.14602275,0.034003375,0.009907289,0.081352811
SLB,Men,1978,22.08334811,19.96808546,24.17628093,0.035575516,0.010885433,0.081892276
SLB,Men,1979,22.21083733,20.18633064,24.25877459,0.037251321,0.011882281,0.083738127
SLB,Men,1980,22.33871036,20.3920736,24.28907186,0.039038336,0.01296659,0.085887072
SLB,Men,1981,22.46742085,20.58998798,24.34429614,0.040954497,0.014215632,0.08804716
SLB,Men,1982,22.59611585,20.78822651,24.40118769,0.043003777,0.015598768,0.090787802
SLB,Men,1983,22.7239629,20.96858253,24.46322792,0.045182548,0.016930543,0.092901023
SLB,Men,1984,22.85114896,21.120202,24.5293841,0.047489456,0.018410252,0.095755133
SLB,Men,1985,22.97671252,21.28272452,24.61569695,0.04992833,0.01993058,0.098609628
SLB,Men,1986,23.09908663,21.45290576,24.69617898,0.05246657,0.021432395,0.101706509
SLB,Men,1987,23.21821675,21.60148142,24.7882699,0.055111441,0.02312943,0.104911837
SLB,Men,1988,23.33441882,21.7491735,24.86916566,0.057852645,0.024883634,0.108320791
SLB,Men,1989,23.44700285,21.90607734,24.94998467,0.060692516,0.026578308,0.112197704
SLB,Men,1990,23.55559657,22.05731363,25.02724061,0.063642,0.028565446,0.115870745
SLB,Men,1991,23.65976468,22.19062076,25.1041295,0.066677395,0.030594552,0.119199851
SLB,Men,1992,23.75887998,22.32779861,25.16277209,0.069790642,0.032666688,0.123119085
SLB,Men,1993,23.85352959,22.45860716,25.21845187,0.072980517,0.035016932,0.12723661
SLB,Men,1994,23.94338723,22.58852922,25.2788489,0.076261755,0.037217499,0.130911986
SLB,Men,1995,24.02853191,22.71831658,25.32070313,0.079640528,0.039639584,0.134404313
SLB,Men,1996,24.10980411,22.83205616,25.36899352,0.083132016,0.042297651,0.138820332
SLB,Men,1997,24.18788626,22.95010946,25.4066742,0.086732454,0.045220865,0.142952013
SLB,Men,1998,24.26315358,23.06637644,25.43484937,0.090439439,0.048256212,0.147039198
SLB,Men,1999,24.33595081,23.19244363,25.46701037,0.094257579,0.051136475,0.150964885
SLB,Men,2000,24.40724459,23.29858707,25.50430889,0.098193927,0.054729565,0.155226174
SLB,Men,2001,24.47907009,23.41814223,25.52106754,0.102312925,0.057878044,0.159474554
SLB,Men,2002,24.55208494,23.53527395,25.5580706,0.106615671,0.061647805,0.164549703
SLB,Men,2003,24.62620222,23.65856176,25.57964113,0.111099208,0.065679579,0.169179323
SLB,Men,2004,24.70205159,23.77857731,25.60963978,0.115751672,0.069462083,0.174478264
SLB,Men,2005,24.77924652,23.90108025,25.63723132,0.120585351,0.073404635,0.179747593
SLB,Men,2006,24.85739973,24.04454073,25.66924859,0.125598639,0.077235991,0.185122989
SLB,Men,2007,24.9370709,24.17041792,25.70974266,0.13079891,0.081407841,0.191077297
SLB,Men,2008,25.01861158,24.29165098,25.74362615,0.136186519,0.0858141,0.197824822
SLB,Men,2009,25.1034231,24.43085883,25.79116903,0.141748604,0.090228267,0.204704402
SLB,Men,2010,25.19154667,24.54986779,25.83838286,0.147495951,0.094544018,0.211870913
SLB,Men,2011,25.28549987,24.66574606,25.90497122,0.15344295,0.098684896,0.21992396
SLB,Men,2012,25.38483763,24.77982277,25.99779588,0.159586163,0.102798318,0.228020773
SLB,Men,2013,25.48817748,24.87109666,26.10152113,0.165919015,0.106753203,0.236243268
SLB,Men,2014,25.59445448,24.94670741,26.22329593,0.17245714,0.110740496,0.245098567
SLB,Men,2015,25.70205635,25.01502143,26.36913361,0.179184712,0.115205388,0.254784324
SLB,Men,2016,25.81026423,25.06386901,26.54037514,0.18609006,0.119354554,0.264602068
SOM,Men,1975,19.20145737,16.44100154,21.99506383,0.004156399,0.000792184,0.012863787
SOM,Men,1976,19.32172341,16.66540667,22.05174261,0.00442178,0.000920538,0.013234389
SOM,Men,1977,19.44003045,16.87092763,22.10789904,0.004700304,0.001053118,0.013481008
SOM,Men,1978,19.5561141,17.04255014,22.1438973,0.004992948,0.001177964,0.013975649
SOM,Men,1979,19.67049516,17.23026922,22.23340441,0.005301015,0.001303426,0.01438978
SOM,Men,1980,19.78324504,17.37975921,22.28496655,0.005626452,0.001453668,0.014913975
SOM,Men,1981,19.89444402,17.52765147,22.33249377,0.005970393,0.001621231,0.01541746
SOM,Men,1982,20.00403076,17.67460925,22.39719091,0.006334409,0.001787263,0.015815665
SOM,Men,1983,20.11282353,17.81995179,22.46503421,0.006718369,0.00197361,0.016453961
SOM,Men,1984,20.22015598,17.96120397,22.54973916,0.007124601,0.002190438,0.017263719
SOM,Men,1985,20.32591753,18.08792732,22.62273681,0.007554018,0.002404076,0.017944357
SOM,Men,1986,20.43076727,18.2106908,22.70614324,0.008012422,0.002667522,0.018744809
SOM,Men,1987,20.5347285,18.32175531,22.78245861,0.008502377,0.002906876,0.01965887
SOM,Men,1988,20.6375171,18.43761998,22.85963891,0.009022079,0.003149862,0.020459446
SOM,Men,1989,20.73887804,18.56523953,22.93769443,0.009571608,0.003417667,0.021471117
SOM,Men,1990,20.83783959,18.67568953,23.05469945,0.010153048,0.003717853,0.022503885
SOM,Men,1991,20.93451776,18.7871903,23.13444572,0.010768741,0.00402879,0.023439659
SOM,Men,1992,21.02766259,18.87762429,23.22438065,0.011414923,0.004335277,0.024609466
SOM,Men,1993,21.117063,19.008232,23.29541041,0.012094618,0.004670599,0.025680025
SOM,Men,1994,21.20300495,19.09650642,23.37337375,0.012806069,0.005057122,0.026979938
SOM,Men,1995,21.28586776,19.19138623,23.4343382,0.013552131,0.005481415,0.028215759
SOM,Men,1996,21.36591954,19.2827746,23.50298523,0.014334077,0.00587124,0.029429542
SOM,Men,1997,21.4435296,19.35896429,23.59964008,0.015152227,0.006294124,0.030799338
SOM,Men,1998,21.51858164,19.46101497,23.66189311,0.016011594,0.00674867,0.03229282
SOM,Men,1999,21.59102624,19.51609625,23.72663068,0.016910909,0.007221699,0.033632263
SOM,Men,2000,21.66097018,19.58836026,23.78389568,0.017849169,0.007764016,0.035173213
SOM,Men,2001,21.72869859,19.65223677,23.85645605,0.018832341,0.008288205,0.036642033
SOM,Men,2002,21.79516285,19.7143349,23.92734588,0.019864025,0.008890888,0.038028579
SOM,Men,2003,21.85977708,19.75237154,24.01106082,0.020948692,0.009531108,0.03950611
SOM,Men,2004,21.92295848,19.81157788,24.07198898,0.022086633,0.010158449,0.041578944
SOM,Men,2005,21.98332502,19.87471682,24.14127219,0.023276247,0.010775304,0.04337993
SOM,Men,2006,22.0417427,19.93284989,24.22250161,0.024523152,0.011321509,0.045204508
SOM,Men,2007,22.09774791,19.96656653,24.28165999,0.025831102,0.01199338,0.047532576
SOM,Men,2008,22.15102337,19.98343432,24.3500778,0.027204232,0.0126755,0.049615848
SOM,Men,2009,22.20113367,20.0176887,24.42542879,0.028642677,0.013384959,0.051710527
SOM,Men,2010,22.24952389,20.03771404,24.49273844,0.030150851,0.014072953,0.054507211
SOM,Men,2011,22.29790249,20.05945107,24.58418054,0.031744355,0.014780175,0.057171638
SOM,Men,2012,22.3469261,20.08252756,24.66623802,0.033424191,0.015613081,0.060298754
SOM,Men,2013,22.39636832,20.08608418,24.75912991,0.035198589,0.016351842,0.063735457
SOM,Men,2014,22.44654107,20.0903582,24.85721619,0.037077316,0.01713,0.067463149
SOM,Men,2015,22.49655431,20.09816187,24.94961269,0.039067118,0.017847042,0.071544081
SOM,Men,2016,22.54632092,20.09632186,25.04969365,0.041173437,0.018510584,0.076096131
ZAF,Men,1975,22.12720943,20.13459632,24.14939864,0.023808425,0.009412858,0.050865699
ZAF,Men,1976,22.21858182,20.36690375,24.10138119,0.024783406,0.010409635,0.051707304
ZAF,Men,1977,22.3094463,20.57051594,24.06005667,0.025808105,0.011382351,0.051942761
ZAF,Men,1978,22.39973989,20.77605035,24.01559491,0.0268912,0.012413062,0.052605656
ZAF,Men,1979,22.48975583,20.97033947,23.9940437,0.028033908,0.013483125,0.053569721
ZAF,Men,1980,22.57924538,21.16752777,23.96625532,0.029240065,0.014629943,0.054655042
ZAF,Men,1981,22.66943283,21.3513103,23.93984498,0.030540881,0.015817424,0.055465536
ZAF,Men,1982,22.75997244,21.52449478,23.94719695,0.031937279,0.016986432,0.056277558
ZAF,Men,1983,22.85031374,21.70949296,23.95483032,0.033426209,0.018329812,0.057330247
ZAF,Men,1984,22.94003718,21.88641751,23.95605835,0.035009542,0.019628895,0.058622741
ZAF,Men,1985,23.02839455,22.05211371,23.97258976,0.036690522,0.021101529,0.060036112
ZAF,Men,1986,23.11728358,22.21520801,23.99776858,0.038527393,0.022634714,0.061816496
ZAF,Men,1987,23.20630641,22.36909142,24.03832048,0.040519089,0.024223686,0.063638703
ZAF,Men,1988,23.29437652,22.51688391,24.06932794,0.042669061,0.025967177,0.066106913
ZAF,Men,1989,23.38097689,22.66151324,24.10695477,0.044975462,0.027891314,0.068682414
ZAF,Men,1990,23.46525069,22.79677447,24.14536745,0.047433967,0.029976887,0.071547414
ZAF,Men,1991,23.54688867,22.91384858,24.18576645,0.05003224,0.032184346,0.074258921
ZAF,Men,1992,23.625799,23.03032232,24.23274345,0.052763783,0.034424711,0.077241723
ZAF,Men,1993,23.70161933,23.13470157,24.27165884,0.055630098,0.036894904,0.080435602
ZAF,Men,1994,23.77528983,23.23572179,24.31317444,0.058620805,0.039425266,0.083730669
ZAF,Men,1995,23.84740037,23.34259766,24.35692463,0.061738611,0.042077476,0.087334415
ZAF,Men,1996,23.9185445,23.44119163,24.40437039,0.064976827,0.044890299,0.09107006
ZAF,Men,1997,23.98944894,23.54000382,24.45577771,0.068340817,0.047743199,0.094875655
ZAF,Men,1998,24.06076887,23.63086802,24.50358257,0.071819173,0.050778462,0.09852811
ZAF,Men,1999,24.13276954,23.71815588,24.55293706,0.075423565,0.053954749,0.102277377
ZAF,Men,2000,24.20532769,23.8010928,24.5993298,0.079153261,0.057248251,0.106216862
ZAF,Men,2001,24.27891505,23.88669392,24.65296196,0.083025335,0.06063713,0.110564186
ZAF,Men,2002,24.35418694,23.98387291,24.71724916,0.087042451,0.064224062,0.114595383
ZAF,Men,2003,24.43065023,24.07418627,24.78240571,0.091221824,0.06787856,0.118889793
ZAF,Men,2004,24.50785139,24.16494615,24.84254563,0.095565922,0.071782438,0.123513661
ZAF,Men,2005,24.58383677,24.25635734,24.90831863,0.100075077,0.07548822,0.128471221
ZAF,Men,2006,24.65748582,24.34468735,24.96750549,0.104748734,0.079469967,0.133433944
ZAF,Men,2007,24.72632133,24.42128737,25.03291148,0.109584683,0.083923865,0.138848819
ZAF,Men,2008,24.78776976,24.48051814,25.08541179,0.114571127,0.08808169,0.144314422
ZAF,Men,2009,24.83920084,24.53153521,25.1409096,0.119689756,0.092342877,0.150633748
ZAF,Men,2010,24.88336562,24.56510335,25.20121811,0.124948314,0.09576046,0.157268056
ZAF,Men,2011,24.92303594,24.58896474,25.26558703,0.130345462,0.099495067,0.16457494
ZAF,Men,2012,24.96003966,24.60119392,25.33486038,0.135898364,0.103240089,0.172004136
ZAF,Men,2013,24.99641402,24.58920037,25.42346712,0.141617863,0.107002271,0.179717991
ZAF,Men,2014,25.0327793,24.560942,25.52616435,0.147524146,0.11038162,0.188338682
ZAF,Men,2015,25.06915981,24.51032133,25.63375602,0.153608093,0.113635513,0.197673193
ZAF,Men,2016,25.10522536,24.44915911,25.74974198,0.15984962,0.116495825,0.207812875
KOR,Men,1975,20.59901714,19.03353523,22.19039654,0.002746363,0.000989489,0.006013132
KOR,Men,1976,20.72402919,19.27258428,22.21490341,0.003041102,0.001168032,0.006438661
KOR,Men,1977,20.84923966,19.50150783,22.21967866,0.003368772,0.001362785,0.006890026
KOR,Men,1978,20.97484532,19.7373799,22.24013869,0.003733625,0.001586603,0.007369933
KOR,Men,1979,21.10079163,19.97074367,22.26008806,0.004138111,0.001842864,0.007852916
KOR,Men,1980,21.22662424,20.18740938,22.30192901,0.004585982,0.002134993,0.008451344
KOR,Men,1981,21.35236012,20.39601762,22.35590414,0.005078543,0.00245242,0.009177087
KOR,Men,1982,21.47737873,20.60504571,22.39566312,0.005619064,0.002820735,0.009901806
KOR,Men,1983,21.60155679,20.78604705,22.4461613,0.006210293,0.003218571,0.010706286
KOR,Men,1984,21.72492508,20.97692213,22.50176773,0.006854669,0.003609392,0.011581429
KOR,Men,1985,21.8470508,21.16744219,22.54908674,0.007555229,0.004097296,0.012562888
KOR,Men,1986,21.96876067,21.34474405,22.60926452,0.008319068,0.004595717,0.013574015
KOR,Men,1987,22.09036303,21.51802013,22.6773268,0.009151811,0.005159792,0.014738333
KOR,Men,1988,22.21121913,21.68562277,22.75570151,0.010058644,0.005791573,0.016096796
KOR,Men,1989,22.33163387,21.84210097,22.83883492,0.011041402,0.00641163,0.01749909
KOR,Men,1990,22.45101262,21.99879642,22.91736367,0.012103128,0.007144949,0.018922872
KOR,Men,1991,22.56364191,22.13376701,23.00419313,0.013190938,0.007888645,0.020392178
KOR,Men,1992,22.67032173,22.26678624,23.0881509,0.014302723,0.0086374,0.021973661
KOR,Men,1993,22.77167994,22.38589318,23.17235451,0.015438735,0.009401965,0.023483109
KOR,Men,1994,22.86910983,22.50833305,23.24968505,0.016598544,0.010213042,0.024853861
KOR,Men,1995,22.96330458,22.62111105,23.32724109,0.017780984,0.011058386,0.026465998
KOR,Men,1996,23.05240289,22.72226275,23.3941838,0.018939561,0.011913048,0.027845015
KOR,Men,1997,23.13798694,22.82860319,23.46399515,0.020078415,0.012803738,0.029364829
KOR,Men,1998,23.22173688,22.92776269,23.52454921,0.021198993,0.013633408,0.030760383
KOR,Men,1999,23.30504448,23.02450824,23.59659647,0.022309529,0.014529203,0.032146295
KOR,Men,2000,23.38756642,23.12017318,23.66509018,0.023422633,0.01544392,0.033505773
KOR,Men,2001,23.46942758,23.20884216,23.73094177,0.024556235,0.016474109,0.034742088
KOR,Men,2002,23.54961334,23.30345396,23.79611573,0.025713292,0.017464694,0.036147535
KOR,Men,2003,23.62744309,23.39543594,23.85999827,0.026899625,0.018475881,0.037399602
KOR,Men,2004,23.70211218,23.47673345,23.92743092,0.028122001,0.019504689,0.038782852
KOR,Men,2005,23.77326963,23.55704157,23.98861903,0.029385789,0.02057152,0.040224692
KOR,Men,2006,23.83943236,23.63274103,24.04029672,0.030674734,0.021667404,0.041615378
KOR,Men,2007,23.90175719,23.70424775,24.09610026,0.031988203,0.022819506,0.043272212
KOR,Men,2008,23.96204263,23.77299155,24.14587365,0.033332946,0.023815416,0.044928496
KOR,Men,2009,24.02119378,23.83559706,24.19869838,0.034710793,0.024871227,0.0466272
KOR,Men,2010,24.08000421,23.90042968,24.25592712,0.036129716,0.025816669,0.048457057
KOR,Men,2011,24.14015116,23.96031739,24.31528984,0.037593104,0.026836942,0.050331267
KOR,Men,2012,24.20198696,24.01491112,24.38298019,0.039101052,0.027791856,0.052903824
KOR,Men,2013,24.26580702,24.06077332,24.46543246,0.040657519,0.028719154,0.055525277
KOR,Men,2014,24.33102487,24.10231422,24.56036464,0.042267947,0.029514195,0.058376048
KOR,Men,2015,24.39793499,24.13105619,24.66595306,0.043946292,0.030162026,0.061395721
KOR,Men,2016,24.465566,24.14542632,24.79028622,0.045689767,0.030794494,0.064772341
ESP,Men,1975,24.43279921,22.85827156,25.96737907,0.078539139,0.045327187,0.122961902
ESP,Men,1976,24.5293883,23.08699589,25.9353051,0.082092281,0.04940167,0.125097874
ESP,Men,1977,24.62480207,23.29280465,25.92286864,0.085724541,0.053291668,0.127336448
ESP,Men,1978,24.71940465,23.50068672,25.91361877,0.08942681,0.057527029,0.129113053
ESP,Men,1979,24.81412871,23.69528324,25.89783325,0.093213506,0.061479758,0.131795553
ESP,Men,1980,24.90922954,23.88045667,25.91003266,0.097098131,0.065969836,0.134338834
ESP,Men,1981,25.00272459,24.07960737,25.91762932,0.100968857,0.07042649,0.137260773
ESP,Men,1982,25.09504869,24.27365272,25.92030038,0.104821378,0.075004394,0.140183388
ESP,Men,1983,25.18588999,24.44105289,25.91976697,0.108684142,0.079370565,0.143059906
ESP,Men,1984,25.27563309,24.61014948,25.93794701,0.112564978,0.083501157,0.146031362
ESP,Men,1985,25.36452389,24.77053686,25.95407968,0.116484908,0.08767082,0.149034861
ESP,Men,1986,25.45239022,24.91185432,25.9962699,0.120419902,0.091628093,0.152422462
ESP,Men,1987,25.53945942,25.06118383,26.04125057,0.124398991,0.095817146,0.156137214
ESP,Men,1988,25.62672408,25.18930668,26.08646411,0.128426014,0.099877457,0.159662613
ESP,Men,1989,25.71388035,25.30648415,26.13754976,0.132525793,0.103916932,0.163559276
ESP,Men,1990,25.80084458,25.42132322,26.19088883,0.136698182,0.107757705,0.167515703
ESP,Men,1991,25.88671907,25.52875616,26.25378385,0.140894587,0.111814861,0.17123851
ESP,Men,1992,25.97256389,25.62638538,26.32514607,0.145129327,0.11601636,0.17567244
ESP,Men,1993,26.05960454,25.72198651,26.39508891,0.149394218,0.119849098,0.179856651
ESP,Men,1994,26.14745065,25.82064239,26.478799,0.153685778,0.124490675,0.184342544
ESP,Men,1995,26.23659867,25.91430415,26.56087844,0.157999653,0.128614323,0.188765421
ESP,Men,1996,26.32727082,26.00682286,26.6441924,0.162333881,0.133152212,0.193458786
ESP,Men,1997,26.41686144,26.10235058,26.73472683,0.166681004,0.137665192,0.19776922
ESP,Men,1998,26.50443362,26.20066026,26.81438261,0.171038947,0.141981211,0.202316545
ESP,Men,1999,26.58992588,26.29222406,26.8920886,0.175412705,0.146276155,0.206534727
ESP,Men,2000,26.67281345,26.38417833,26.96728746,0.179786529,0.150965701,0.211260069
ESP,Men,2001,26.7537453,26.46707767,27.04401411,0.184204999,0.1550022,0.216025611
ESP,Men,2002,26.83116013,26.54820351,27.11922351,0.188674612,0.159038241,0.220635729
ESP,Men,2003,26.90454391,26.62094505,27.19433078,0.193181704,0.163069789,0.225333611
ESP,Men,2004,26.97209868,26.67933863,27.26179257,0.19772508,0.167064064,0.230456015
ESP,Men,2005,27.03191209,26.73353627,27.32843163,0.202313537,0.170718464,0.235618023
ESP,Men,2006,27.08356072,26.77797496,27.38856052,0.206929057,0.174957403,0.241599495
ESP,Men,2007,27.12543992,26.81254973,27.43614134,0.21158094,0.178388905,0.247216309
ESP,Men,2008,27.15753953,26.83554306,27.4826125,0.216251991,0.182011176,0.253373776
ESP,Men,2009,27.17939973,26.84650908,27.52466413,0.220944698,0.185286831,0.259742075
ESP,Men,2010,27.19141967,26.83999214,27.55685021,0.225668458,0.187683093,0.266172221
ESP,Men,2011,27.1950588,26.8062446,27.57863127,0.230400602,0.190367176,0.272465766
ESP,Men,2012,27.19248817,26.76172236,27.60913117,0.235184994,0.192513579,0.279195
ESP,Men,2013,27.18633205,26.71305977,27.65104544,0.240014486,0.194639585,0.28601775
ESP,Men,2014,27.17871232,26.66173124,27.70040341,0.24489742,0.196515227,0.294103802
ESP,Men,2015,27.1704132,26.58952485,27.75972366,0.249847888,0.198127865,0.302927605
ESP,Men,2016,27.162678,26.50853297,27.81914969,0.254868605,0.199465887,0.311607112
LKA,Men,1975,19.38507274,17.17868547,21.57631955,0.002082856,0.000460139,0.00575652
LKA,Men,1976,19.45563212,17.35998735,21.52261408,0.002202269,0.0005256,0.005818095
LKA,Men,1977,19.52437948,17.54303266,21.4694689,0.002327263,0.000592305,0.005918785
LKA,Men,1978,19.59189861,17.68311197,21.4542268,0.002458628,0.000668379,0.006101614
LKA,Men,1979,19.65820586,17.84298465,21.42030321,0.002597618,0.000745327,0.006278139
LKA,Men,1980,19.72391775,18.01661647,21.39971363,0.002745196,0.000829617,0.006521428
LKA,Men,1981,19.78973606,18.17460353,21.39887105,0.002904563,0.000912642,0.006754998
LKA,Men,1982,19.85597817,18.30823964,21.40285625,0.003077584,0.001011326,0.007016324
LKA,Men,1983,19.92251723,18.4531341,21.39388587,0.003264847,0.001110141,0.007305443
LKA,Men,1984,19.98891371,18.6006761,21.38118478,0.00346688,0.001210786,0.007587641
LKA,Men,1985,20.05504928,18.74671973,21.38375004,0.003685524,0.001336827,0.007850458
LKA,Men,1986,20.12104223,18.86835555,21.393996,0.003921826,0.001459665,0.008140649
LKA,Men,1987,20.18701635,18.98962112,21.40411434,0.004177391,0.001599571,0.008481117
LKA,Men,1988,20.25303325,19.11326533,21.41979001,0.004453284,0.001743728,0.00891954
LKA,Men,1989,20.31840274,19.22631855,21.43558866,0.004750908,0.001905329,0.009408621
LKA,Men,1990,20.38421876,19.32103442,21.46637097,0.005072528,0.00207069,0.00983155
LKA,Men,1991,20.45046558,19.43371138,21.49513906,0.005417317,0.002249819,0.010362951
LKA,Men,1992,20.51786852,19.5425929,21.51271961,0.005787009,0.002461798,0.010927502
LKA,Men,1993,20.58696591,19.65325838,21.53367027,0.00618407,0.002683896,0.011624747
LKA,Men,1994,20.65743369,19.77000064,21.55990237,0.006611032,0.002928873,0.01229597
LKA,Men,1995,20.72948197,19.88078193,21.59119498,0.007069952,0.003203881,0.013084078
LKA,Men,1996,20.80320138,19.99427694,21.62822064,0.007563552,0.00348507,0.013868853
LKA,Men,1997,20.87818942,20.1193874,21.6500812,0.00809415,0.00381565,0.014686066
LKA,Men,1998,20.9542418,20.22911589,21.69085181,0.008666188,0.0041433,0.015592683
LKA,Men,1999,21.03141403,20.34051741,21.72526732,0.009279546,0.004519436,0.016531977
LKA,Men,2000,21.10943388,20.46051015,21.75311727,0.009938907,0.004887324,0.017498965
LKA,Men,2001,21.18895026,20.58611062,21.7852131,0.010646257,0.00532569,0.018630206
LKA,Men,2002,21.27126323,20.70544913,21.82436914,0.011407546,0.005812976,0.019705699
LKA,Men,2003,21.35603316,20.828669,21.88258593,0.012225678,0.006330791,0.020983909
LKA,Men,2004,21.443345,20.94417678,21.94265005,0.01310237,0.006910128,0.022273083
LKA,Men,2005,21.53343985,21.0491714,22.01472235,0.01404129,0.007483017,0.023681828
LKA,Men,2006,21.62552188,21.16691487,22.08698116,0.015043449,0.008053926,0.025248222
LKA,Men,2007,21.71859771,21.27212159,22.18142314,0.01611484,0.008651199,0.02700586
LKA,Men,2008,21.81252268,21.36806049,22.27312752,0.017260448,0.009339115,0.028915818
LKA,Men,2009,21.9079033,21.44736108,22.37473136,0.018483966,0.009981565,0.030901691
